source,target,time
122,107,48321120
122,38,48321480
73,69,48321660
73,69,48323940
73,69,48328200
73,139,48328200
73,1,48328200
73,69,48328200
73,139,48328200
73,1,48328200
124,108,48374220
124,34,48374220
124,35,48374220
110,96,48375960
110,114,48375960
110,81,48375960
110,96,48375960
110,114,48375960
110,81,48375960
149,93,48379800
49,137,48382860
73,139,48383160
73,69,48383160
73,139,48383160
73,69,48383160
73,69,48383220
73,69,48383220
124,108,48384180
124,34,48384180
124,35,48384180
137,49,48384540
137,49,48384540
49,29,48384900
49,19,48384900
49,141,48384900
49,2,48384900
49,70,48384900
49,29,48384900
49,19,48384900
49,141,48384900
49,2,48384900
49,70,48384900
49,29,48384900
49,19,48384900
49,141,48384900
49,2,48384900
49,70,48384900
124,35,48385260
140,73,48386400
140,139,48386400
140,139,48386400
139,73,48389580
139,140,48389580
139,140,48389580
140,69,48391320
140,1,48391320
140,73,48391320
57,142,48393840
57,76,48393840
139,69,48397680
139,1,48397680
139,73,48397680
137,49,48398580
139,140,48399240
139,140,48399240
137,141,48400140
137,2,48400140
137,49,48400140
137,68,48400140
137,141,48400140
137,2,48400140
137,49,48400140
137,68,48400140
137,141,48400140
137,2,48400140
137,49,48400140
137,68,48400140
137,141,48400140
137,2,48400140
137,49,48400140
137,68,48400140
139,69,48400320
139,1,48400320
139,73,48400320
73,139,48405960
73,139,48407400
73,69,48415140
73,69,48415140
69,73,48417060
145,49,48420840
145,49,48420840
145,49,48420840
145,49,48420840
69,73,48455460
69,73,48455460
68,3,48457440
68,3,48457440
69,73,48460740
69,73,48460740
73,69,48468300
73,69,48468360
73,69,48468420
49,137,48472800
49,137,48472800
73,139,48473520
73,69,48473520
73,139,48473520
73,69,48473520
69,73,48473760
68,66,48474360
68,3,48474360
68,3,48474360
68,66,48474360
68,3,48474360
68,3,48474360
70,141,48475020
68,3,48475140
68,3,48475140
147,52,48476040
123,54,48476280
123,54,48476280
123,54,48476280
123,54,48476280
139,73,48476640
49,137,48476820
49,137,48476820
139,73,48477060
139,73,48477840
139,73,48479220
52,147,48480900
73,69,48490380
73,139,48490380
73,69,48490380
73,139,48490380
73,69,48490380
73,139,48490380
67,48,48491760
67,48,48491760
73,49,48499260
73,49,48499260
87,15,48794100
87,138,48794100
93,138,48833520
93,15,48833520
93,138,48833520
93,15,48833520
137,49,48848160
137,49,48848160
137,49,48848580
137,49,48848580
67,147,48894540
67,50,48894540
67,48,48894540
67,9,48894540
67,147,48894540
67,50,48894540
67,48,48894540
67,9,48894540
67,147,48894540
67,50,48894540
67,48,48894540
67,9,48894540
67,9,48895140
48,107,48905940
48,78,48905940
139,1,48909240
139,73,48909240
139,69,48909240
139,1,48909240
139,73,48909240
139,69,48909240
11,75,48909780
48,107,48912300
48,78,48912300
122,107,48913860
48,67,48920760
48,67,48920760
48,67,48920760
48,67,48921000
48,67,48921000
48,67,48921000
48,67,48921000
48,67,48921480
48,67,48921480
48,67,48921480
48,67,48921480
86,133,48922260
86,130,48922260
86,133,48922260
86,130,48922260
48,136,48923400
48,13,48923400
49,59,48925260
9,67,48925320
9,67,48925320
13,48,48926580
48,13,48926880
67,9,48927000
67,9,48927000
122,107,48927840
44,104,48928980
137,141,48929640
137,49,48929640
137,49,48929640
137,141,48929640
137,49,48929640
137,49,48929640
49,19,48931620
96,111,48933000
96,111,48933000
96,111,48933000
96,111,48933000
149,33,48933900
96,114,48935640
49,59,48980460
67,50,48981120
67,147,48981600
67,50,48981600
67,48,48981600
67,9,48981600
67,147,48981600
67,50,48981600
67,48,48981600
67,9,48981600
67,147,48981600
67,50,48981600
67,48,48981600
67,9,48981600
48,9,48982860
137,49,48983520
137,141,48983520
137,2,48983520
137,49,48983520
137,141,48983520
137,2,48983520
137,49,48983520
137,141,48983520
137,2,48983520
137,49,48983520
137,141,48983520
137,2,48983520
125,61,48983760
48,67,48984120
48,147,48984120
48,50,48984120
48,9,48984120
48,67,48984120
48,147,48984120
48,50,48984120
48,9,48984120
38,11,48984660
137,141,48985440
137,2,48985440
2,137,48986220
137,2,48986760
48,67,48987900
48,67,48987900
48,67,48987900
67,50,48988140
139,1,48989820
139,132,48989820
139,97,48989820
139,130,48989820
139,133,48989820
139,33,48989820
139,73,48989820
139,73,48989820
111,96,48990240
111,96,48990240
70,2,48990420
70,141,48990420
70,141,48990420
69,73,48993360
69,73,48993360
69,73,48993360
107,54,48993660
48,67,48993840
48,67,48993840
38,11,48993960
48,50,48994560
48,9,48994560
48,67,48994560
48,67,48994560
107,54,48995160
150,54,48995820
150,107,48995820
52,147,48996660
52,147,48996660
73,69,48997920
32,18,48998340
32,137,48998340
32,141,48998340
32,68,48998340
32,66,48998340
32,4,48998340
32,29,48998340
32,49,48998340
73,69,48998640
73,69,48998820
67,50,48999660
67,9,48999660
67,48,48999660
67,48,48999660
67,50,48999660
67,9,48999660
67,48,48999660
67,48,48999660
73,139,48999780
73,1,49000140
73,69,49000140
73,139,49000140
73,1,49000140
73,69,49000140
73,139,49000140
73,1,49000140
73,69,49000140
73,139,49000140
139,1,49001100
139,33,49001100
139,33,49001100
139,97,49001100
139,132,49001100
139,73,49001100
139,73,49001100
67,50,49001280
67,50,49001280
61,125,49002120
61,125,49002120
61,25,49006140
67,50,49006980
147,52,49007220
114,81,49008240
114,81,49010640
149,86,49010700
67,48,49010820
67,48,49010820
149,86,49011060
67,48,49011840
67,9,49011840
67,48,49011840
67,9,49011840
48,67,49012380
48,67,49012380
67,50,49013880
67,50,49013880
107,54,49016100
107,54,49016100
3,68,49016280
122,107,49019340
17,59,49033920
17,59,49034340
17,59,49034820
149,86,49069380
141,137,49069860
141,49,49069860
141,137,49069860
141,49,49069860
49,102,49070760
141,137,49071060
141,2,49071060
141,2,49071060
139,73,49071120
139,73,49071120
48,67,49071780
48,147,49071780
48,50,49071780
48,9,49071780
139,73,49074000
73,69,49077120
73,139,49077120
73,69,49077120
73,139,49077120
73,69,49077120
73,139,49077120
73,139,49077540
73,1,49077540
76,136,49082280
3,66,49083240
3,68,49083240
3,32,49083240
3,68,49083240
3,32,49083240
73,69,49087740
73,139,49087740
124,108,49088640
124,34,49088640
124,35,49088640
49,141,49090320
49,137,49090320
49,137,49090320
49,141,49090320
49,137,49090320
49,137,49090320
48,67,49092780
48,67,49092780
48,67,49092780
48,67,49092780
67,50,49093920
67,50,49093920
49,100,49096860
49,125,49096860
49,100,49096860
49,125,49096860
48,136,49097220
48,13,49097220
48,50,49097520
137,141,49097580
137,2,49097580
137,29,49097580
137,49,49097580
137,29,49097580
137,49,49097580
137,141,49097580
137,2,49097580
137,29,49097580
137,49,49097580
137,29,49097580
137,49,49097580
125,61,49097640
44,78,49102260
75,11,49105680
49,17,49117620
17,59,49118040
17,59,49118460
68,66,49148520
141,137,49154040
114,81,49156980
11,75,49157520
67,9,49160400
49,141,49161420
49,19,49161420
49,141,49161420
49,19,49161420
9,67,49162380
141,49,49164480
73,69,49164720
73,69,49166520
73,139,49166520
73,69,49166520
73,139,49166520
73,69,49166520
73,139,49166520
9,57,49167900
9,67,49167900
9,147,49167900
9,50,49167900
9,48,49167900
9,57,49167900
9,67,49167900
9,147,49167900
9,50,49167900
9,48,49167900
140,73,49168800
140,69,49168800
69,73,49170480
48,136,49170540
48,13,49170540
73,69,49172280
73,139,49172280
73,69,49172280
73,139,49172280
73,69,49172280
73,139,49172280
67,147,49175640
67,50,49175640
67,48,49175640
67,9,49175640
67,147,49175640
67,50,49175640
67,48,49175640
67,9,49175640
73,69,49176840
69,73,49177080
73,69,49177260
69,73,49177500
69,73,49177500
73,69,49177560
69,73,49177620
114,81,49178340
114,81,49178340
48,50,49179360
48,9,49179360
48,50,49179360
48,9,49179360
67,48,49180260
67,48,49180260
67,48,49180260
67,48,49180260
19,141,49182120
19,2,49182120
19,70,49182120
48,136,49184460
48,13,49184460
73,69,49189380
73,69,49189740
73,139,49189740
73,139,49194240
73,69,49194240
73,139,49194240
73,69,49194240
11,75,49240260
11,75,49240260
137,49,49240980
137,49,49240980
124,108,49242000
124,34,49242000
124,35,49242000
66,29,49242000
52,16,49245240
32,49,49247340
70,2,49247700
70,2,49247700
2,19,49251780
2,70,49251780
19,70,49252680
124,35,49254060
69,73,49254240
49,102,49255740
32,141,49256580
141,49,49256640
89,5,49260000
89,5,49260240
19,141,49262100
19,137,49262100
19,141,49263120
19,137,49263120
19,49,49263120
19,2,49263120
19,141,49263120
19,137,49263120
19,49,49263120
19,2,49263120
151,123,49264140
151,74,49264140
151,68,49264140
151,66,49264140
151,107,49264140
151,127,49264140
151,29,49264140
151,129,49264140
151,54,49264140
151,150,49264140
151,123,49264140
151,74,49264140
151,68,49264140
151,66,49264140
151,107,49264140
151,127,49264140
151,29,49264140
151,129,49264140
151,54,49264140
151,150,49264140
141,49,49265160
9,57,49266780
9,67,49266780
9,147,49266780
9,50,49266780
9,48,49266780
9,57,49266780
9,67,49266780
9,147,49266780
9,50,49266780
9,48,49266780
139,1,49266900
139,73,49266900
139,1,49266900
139,73,49266900
48,136,49268760
48,13,49268760
67,9,49270260
67,9,49270260
107,54,49270500
107,54,49270500
73,69,49273440
73,139,49273440
73,1,49273440
73,69,49273440
73,139,49273440
73,1,49273440
73,69,49273440
73,139,49273440
73,1,49273440
73,69,49280880
73,1,49281660
1,73,49430160
49,102,49468800
49,102,49469340
49,102,49469820
137,19,49498200
137,141,49498200
137,49,49498200
137,141,49498200
137,49,49498200
137,19,49498200
137,141,49498200
137,49,49498200
137,141,49498200
137,49,49498200
141,137,49498800
141,19,49498800
141,49,49498800
141,19,49498800
141,49,49498800
141,137,49498800
141,19,49498800
141,49,49498800
141,19,49498800
141,49,49498800
67,9,49499340
13,48,49500840
149,138,49501560
149,138,49501560
141,137,49502340
141,19,49502340
141,49,49502340
141,137,49502340
141,19,49502340
141,49,49502340
67,9,49502820
67,48,49503780
9,67,49504260
9,67,49504260
67,48,49504500
67,48,49504500
67,48,49504500
67,48,49504500
73,1,49507080
142,76,49507080
142,76,49507080
100,128,49513560
100,128,49513560
19,141,49514100
19,137,49514100
19,49,49514100
19,141,49514100
19,137,49514100
19,49,49514100
49,2,49515060
149,138,49515180
100,128,49515180
149,138,49515180
73,69,49517700
73,69,49517700
139,27,49518360
2,19,49518540
2,70,49518540
2,19,49518540
2,70,49518540
67,9,49518540
2,19,49518540
2,70,49518540
2,19,49518540
2,70,49518540
19,70,49519260
70,2,49519440
3,68,49521480
125,61,49521540
125,61,49521540
140,73,49523880
140,139,49523880
140,139,49523880
114,63,49524060
114,81,49524060
73,69,49524840
114,81,49525560
9,48,49526160
125,61,49529940
125,61,49529940
125,61,49529940
125,61,49529940
133,139,49530300
133,139,49530300
86,130,49531020
86,133,49531020
86,130,49531020
86,133,49531020
73,69,49537800
32,66,49550820
32,141,49550820
32,19,49550820
32,4,49550820
32,137,49550820
32,29,49550820
32,29,49550820
100,128,49582980
48,67,49586940
48,67,49586940
48,136,49587060
48,13,49587060
9,67,49587120
9,147,49587120
9,50,49587120
9,48,49587120
9,67,49587120
9,147,49587120
9,50,49587120
9,48,49587120
67,50,49591680
139,27,49593480
139,27,49596900
139,27,49596900
78,107,49598940
78,54,49598940
78,107,49598940
78,54,49598940
19,70,49603440
19,70,49603440
19,2,49603560
19,70,49603560
19,141,49603560
125,142,49609020
32,66,49609800
32,137,49609800
48,13,49613040
48,50,49613040
48,9,49613040
48,67,49613040
48,50,49613040
48,9,49613040
48,67,49613040
49,19,49614060
49,141,49614060
49,19,49614060
49,141,49614060
75,142,49614300
13,48,49614420
13,67,49614420
13,9,49614420
13,50,49614420
13,67,49614420
13,9,49614420
13,50,49614420
137,49,49614480
137,19,49614480
137,141,49614480
137,19,49614480
137,141,49614480
137,49,49614480
137,19,49614480
137,141,49614480
137,19,49614480
137,141,49614480
48,13,49614960
48,67,49614960
48,9,49614960
48,50,49614960
48,67,49614960
48,9,49614960
48,50,49614960
49,61,49615320
32,66,49616580
32,29,49616580
32,137,49616580
32,68,49616580
137,49,49618260
137,49,49618260
16,27,49642140
16,27,49642140
151,54,49672500
151,54,49672500
139,73,49674300
139,73,49674300
139,73,49674300
139,73,49674300
139,73,49674300
139,73,49674300
125,61,49674600
49,137,49675980
49,19,49675980
49,19,49675980
49,137,49675980
49,19,49675980
49,19,49675980
137,49,49676400
137,19,49676400
137,19,49676400
137,49,49676400
137,19,49676400
137,19,49676400
48,136,49676460
48,13,49676460
67,9,49676640
67,9,49676640
67,9,49677300
67,9,49677300
139,73,49677300
139,73,49677300
67,147,49677780
67,50,49677780
67,48,49677780
67,9,49677780
67,147,49677780
67,50,49677780
67,48,49677780
67,9,49677780
75,11,49679160
61,125,49681620
61,125,49681620
61,125,49681620
61,125,49681620
125,61,49681860
125,61,49681860
49,19,49682400
49,141,49682400
67,9,49682880
114,81,49683000
114,81,49683000
19,49,49683120
19,137,49683120
19,18,49683120
19,137,49683120
19,18,49683120
19,49,49683120
19,137,49683120
19,18,49683120
19,137,49683120
19,18,49683120
32,66,49683840
32,141,49683840
32,29,49683840
32,137,49683840
125,142,49691340
86,133,49692060
86,130,49692060
86,115,49692060
86,93,49692060
142,125,49694220
142,125,49694220
123,54,49694880
123,54,49694880
123,54,49694880
123,54,49694880
123,54,49694880
123,54,49694880
67,50,49695360
67,9,49695360
27,16,49696200
16,27,49697580
16,27,49697580
125,61,49698240
125,61,49698240
125,61,49698240
125,61,49698240
27,16,49698360
76,136,49706580
107,54,49707240
107,54,49707240
48,27,49709160
48,27,49709160
18,19,49710900
18,49,49710900
18,137,49710900
18,49,49710900
18,137,49710900
18,19,49710900
18,49,49710900
18,137,49710900
18,49,49710900
18,137,49710900
32,49,49723260
44,58,49748820
49,32,49764720
1,73,49765380
13,48,49766040
9,67,49766280
9,147,49766280
9,50,49766280
9,48,49766280
9,67,49766280
9,147,49766280
9,50,49766280
9,48,49766280
11,75,49767960
9,67,49768380
9,67,49768380
73,139,49768860
73,139,49768860
81,114,49768980
81,114,49768980
81,114,49768980
73,1,49772760
73,69,49772760
73,69,49772760
48,50,49777020
49,100,49778880
44,54,49783500
44,107,49783500
73,69,49785000
73,139,49785000
73,32,49785000
49,141,49785360
49,32,49785360
49,141,49785360
49,32,49785360
61,125,49786680
61,125,49786680
107,45,49787460
107,78,49787460
107,122,49787460
122,107,49796160
66,32,49842840
66,32,49844280
70,2,49845180
70,2,49845180
48,107,49848540
48,78,49848540
32,66,49853280
32,29,49853280
32,141,49853280
32,49,49853280
32,137,49853280
32,66,49853280
32,29,49853280
32,141,49853280
32,49,49853280
32,137,49853280
49,70,49854480
86,149,49854720
149,86,49855680
86,149,49856220
66,32,49857540
73,69,49861260
48,67,49863660
48,147,49863660
48,50,49863660
48,9,49863660
48,67,49863660
48,147,49863660
48,50,49863660
48,9,49863660
49,141,49867260
49,2,49867260
49,70,49867260
49,19,49867260
49,141,49867260
49,2,49867260
49,70,49867260
49,19,49867260
128,56,49870620
49,32,49871100
141,49,49872060
141,2,49872060
141,70,49872060
141,19,49872060
141,49,49872060
141,2,49872060
141,70,49872060
141,19,49872060
114,96,49872900
114,96,49872900
16,27,49875720
16,27,49875720
75,11,49876620
75,11,49876620
67,48,50104140
67,48,50104140
140,73,50104800
9,67,50105640
9,147,50105640
9,50,50105640
9,48,50105640
9,67,50106900
67,50,50108100
9,67,50109180
9,147,50109180
9,50,50109180
9,48,50109180
9,67,50109180
9,147,50109180
9,50,50109180
9,48,50109180
48,67,50109420
48,67,50109420
73,1,50111580
73,69,50111580
73,69,50111580
139,69,50111940
139,73,50111940
139,69,50111940
139,73,50111940
139,140,50113020
139,73,50113020
139,1,50113020
139,140,50113020
139,73,50113020
139,1,50113020
139,73,50115120
139,73,50115120
124,108,50115420
124,34,50115420
124,35,50115420
67,9,50115540
67,9,50115540
124,108,50116080
124,34,50116080
124,35,50116080
75,11,50116200
75,11,50116200
139,97,50116560
139,133,50116560
139,130,50116560
139,132,50116560
139,73,50116560
139,97,50116560
139,133,50116560
139,130,50116560
139,132,50116560
139,73,50116560
139,97,50116560
139,133,50116560
139,130,50116560
139,132,50116560
139,73,50116560
139,1,50116980
139,97,50116980
139,132,50116980
139,133,50116980
139,130,50116980
137,68,50117280
137,141,50117280
137,68,50117280
137,141,50117280
73,139,50117520
73,69,50117520
73,139,50117520
73,69,50117520
73,139,50120100
86,133,50122140
86,130,50122140
86,133,50122140
86,130,50122140
49,100,50123040
67,9,50123520
139,73,50124780
139,73,50124780
139,73,50124780
139,132,50125500
139,97,50125500
139,1,50125500
139,32,50125500
139,130,50125500
139,133,50125500
73,69,50125680
73,69,50125680
73,69,50125680
73,139,50126040
140,73,50126580
48,67,50128560
67,48,50128740
67,48,50128740
140,73,50130960
68,3,50131500
68,3,50131500
114,110,50131680
114,110,50131680
114,110,50132040
114,110,50132040
75,11,50132220
19,137,50133300
19,141,50133300
19,141,50133300
141,137,50134500
86,149,50134680
48,67,50137080
48,67,50137080
48,67,50137080
48,67,50137080
48,67,50137080
48,67,50137080
3,68,50137980
67,50,50138280
67,50,50138280
75,11,50139000
57,142,50139180
48,136,50141760
48,13,50141760
68,66,50187900
68,3,50188200
67,9,50190840
137,19,50190960
137,141,50190960
137,19,50190960
137,141,50190960
49,59,50191260
67,9,50191500
137,2,50191560
137,141,50191560
137,141,50191560
149,85,50192460
9,67,50192640
9,67,50192640
139,33,50192880
139,132,50192880
139,97,50192880
139,130,50192880
139,133,50192880
139,73,50192880
9,67,50194260
9,147,50194260
9,50,50194260
9,48,50194260
33,67,50195040
33,50,50195040
33,50,50195040
59,49,50195280
67,9,50195400
32,66,50195460
32,29,50195460
32,141,50195460
32,137,50195460
32,49,50195460
32,66,50195460
32,29,50195460
32,141,50195460
32,137,50195460
32,49,50195460
139,73,50196660
25,26,50196840
25,61,50196840
25,40,50196840
25,17,50196840
25,21,50196840
25,26,50196840
25,61,50196840
25,40,50196840
25,17,50196840
25,21,50196840
40,42,50197800
139,69,50198100
139,69,50198100
42,40,50198220
64,60,50198760
73,69,50200200
69,73,50200500
69,73,50200560
73,69,50200620
142,57,50200800
73,49,50201040
73,141,50201040
73,49,50201040
73,141,50201040
19,137,50201340
19,141,50201340
19,32,50201340
19,137,50201340
19,141,50201340
19,32,50201340
19,141,50202420
19,137,50202420
19,32,50202420
19,141,50202420
19,137,50202420
19,32,50202420
73,140,50202780
69,37,50204100
69,37,50204100
50,33,50204220
57,142,50205000
73,69,50208600
73,139,50208600
73,69,50208600
73,139,50208600
73,69,50208600
73,139,50208600
73,69,50208600
73,139,50208600
107,54,50208720
107,122,50208720
107,54,50208720
107,122,50208720
107,54,50208720
107,122,50208720
107,54,50208720
107,122,50208720
107,54,50208720
107,122,50208720
107,54,50208720
107,122,50208720
22,118,50208840
22,118,50208840
68,3,50209320
68,3,50209320
142,57,50209680
142,57,50209680
142,57,50209680
142,57,50209680
142,57,50209680
142,57,50209680
68,3,50210220
68,3,50210220
69,139,50210640
69,139,50210640
69,139,50210640
68,3,50212320
68,20,50212560
68,3,50212560
68,20,50212560
68,3,50212560
73,139,50213580
73,139,50213580
73,69,50213580
73,32,50213580
151,123,50213880
151,74,50213880
151,68,50213880
151,66,50213880
151,107,50213880
151,127,50213880
151,29,50213880
151,129,50213880
151,54,50213880
151,150,50213880
151,123,50213880
151,74,50213880
151,68,50213880
151,66,50213880
151,107,50213880
151,127,50213880
151,29,50213880
151,129,50213880
151,54,50213880
151,150,50213880
151,123,50213880
151,74,50213880
151,68,50213880
151,66,50213880
151,107,50213880
151,127,50213880
151,29,50213880
151,129,50213880
151,54,50213880
151,150,50213880
151,123,50213880
151,74,50213880
151,68,50213880
151,66,50213880
151,107,50213880
151,127,50213880
151,29,50213880
151,129,50213880
151,54,50213880
151,150,50213880
151,123,50213940
151,74,50213940
151,68,50213940
151,66,50213940
151,107,50213940
151,127,50213940
151,29,50213940
151,129,50213940
151,54,50213940
151,150,50213940
151,123,50213940
151,74,50213940
151,68,50213940
151,66,50213940
151,107,50213940
151,127,50213940
151,29,50213940
151,129,50213940
151,54,50213940
151,150,50213940
151,123,50213940
151,74,50213940
151,68,50213940
151,66,50213940
151,107,50213940
151,127,50213940
151,29,50213940
151,129,50213940
151,54,50213940
151,150,50213940
151,123,50214000
151,74,50214000
151,68,50214000
151,66,50214000
151,107,50214000
151,127,50214000
151,29,50214000
151,129,50214000
151,54,50214000
151,150,50214000
151,123,50214000
151,74,50214000
151,68,50214000
151,66,50214000
151,107,50214000
151,127,50214000
151,29,50214000
151,129,50214000
151,54,50214000
151,150,50214000
151,123,50214000
151,74,50214000
151,68,50214000
151,66,50214000
151,107,50214000
151,127,50214000
151,29,50214000
151,129,50214000
151,54,50214000
151,150,50214000
151,123,50214000
151,74,50214000
151,68,50214000
151,66,50214000
151,107,50214000
151,127,50214000
151,29,50214000
151,129,50214000
151,54,50214000
151,150,50214000
67,48,50214540
67,48,50214540
68,29,50215920
32,66,50216400
32,29,50216400
32,137,50216400
73,69,50216940
73,139,50216940
149,138,50217300
149,138,50217300
73,69,50217480
73,139,50217480
73,69,50217480
73,139,50217480
86,149,50217480
86,133,50217480
48,67,50217900
48,67,50217900
78,44,50220840
73,69,50224200
73,139,50224200
73,1,50224200
75,11,50225400
75,11,50225400
67,48,50226360
67,48,50226360
67,57,50226480
69,73,50228460
69,73,50228460
69,73,50228460
69,73,50228460
69,73,50228460
69,73,50228460
73,69,50229180
73,69,50229540
73,69,50229540
73,69,50229540
73,69,50229540
68,20,50255760
68,3,50255760
68,20,50255760
68,3,50255760
68,3,50271900
107,16,50277300
107,16,50277300
67,50,50277360
11,75,50278440
11,75,50278440
140,1,50280000
140,15,50280000
140,130,50280000
140,115,50280000
140,138,50280000
140,139,50280000
140,97,50280000
140,93,50280000
140,87,50280000
140,133,50280000
140,86,50280000
140,85,50280000
140,148,50280000
140,132,50280000
140,149,50280000
140,33,50280000
140,135,50280000
140,1,50280000
140,15,50280000
140,130,50280000
140,115,50280000
140,138,50280000
140,139,50280000
140,97,50280000
140,93,50280000
140,87,50280000
140,133,50280000
140,86,50280000
140,85,50280000
140,148,50280000
140,132,50280000
140,149,50280000
140,33,50280000
140,135,50280000
48,136,50280960
48,13,50280960
67,147,50284500
67,50,50284500
67,48,50284500
67,9,50284500
67,57,50284500
67,57,50284500
67,147,50284500
67,50,50284500
67,48,50284500
67,9,50284500
67,57,50284500
67,57,50284500
67,147,50284500
67,50,50284500
67,48,50284500
67,9,50284500
67,57,50284500
67,57,50284500
67,147,50284500
67,50,50284500
67,48,50284500
67,9,50284500
67,57,50284500
67,57,50284500
67,9,50284620
49,100,50284800
73,69,50285340
73,69,50286540
73,69,50287800
139,73,50288100
139,73,50288100
32,66,50288160
32,141,50288160
32,19,50288160
32,141,50288160
32,19,50288160
32,66,50288160
32,141,50288160
32,19,50288160
32,141,50288160
32,19,50288160
151,123,50288220
151,74,50288220
151,68,50288220
151,66,50288220
151,107,50288220
151,127,50288220
151,29,50288220
151,129,50288220
151,54,50288220
151,150,50288220
151,123,50288220
151,74,50288220
151,68,50288220
151,66,50288220
151,107,50288220
151,127,50288220
151,29,50288220
151,129,50288220
151,54,50288220
151,150,50288220
151,123,50288220
151,74,50288220
151,68,50288220
151,66,50288220
151,107,50288220
151,127,50288220
151,29,50288220
151,129,50288220
151,54,50288220
151,150,50288220
151,123,50288220
151,74,50288220
151,68,50288220
151,66,50288220
151,107,50288220
151,127,50288220
151,29,50288220
151,129,50288220
151,54,50288220
151,150,50288220
151,123,50288220
151,74,50288220
151,68,50288220
151,66,50288220
151,107,50288220
151,127,50288220
151,29,50288220
151,129,50288220
151,54,50288220
151,150,50288220
151,123,50288220
151,74,50288220
151,68,50288220
151,66,50288220
151,107,50288220
151,127,50288220
151,29,50288220
151,129,50288220
151,54,50288220
151,150,50288220
67,50,50290560
67,50,50290560
73,139,50290620
73,69,50290620
73,139,50290620
73,69,50290620
73,139,50290620
73,69,50290620
73,139,50290620
73,69,50290620
73,139,50290620
73,69,50290620
73,139,50290620
73,69,50290620
66,32,50292420
44,54,50292600
44,54,50292600
44,54,50292600
44,54,50292600
32,66,50292780
32,141,50292780
32,19,50292780
32,66,50292780
32,141,50292780
32,19,50292780
32,66,50292780
32,141,50292780
32,19,50292780
73,139,50293260
73,1,50293260
73,69,50293260
73,139,50293260
73,1,50293260
73,69,50293260
73,69,50293380
139,1,50294220
139,1,50294220
69,73,50294940
73,69,50295840
73,139,50295840
73,1,50295840
73,69,50295840
73,139,50295840
73,1,50295840
73,69,50297340
118,21,50299800
48,67,50300580
48,67,50300580
48,67,50300580
48,67,50300580
86,115,50305320
86,130,50305320
86,133,50305320
86,93,50305320
86,130,50305320
86,133,50305320
86,93,50305320
11,75,50306040
86,133,50306940
86,130,50306940
86,133,50306940
86,130,50306940
75,11,50307480
75,11,50307480
68,29,50308020
68,29,50308020
68,3,50308560
68,3,50308560
48,107,50309160
48,107,50309160
48,9,50310540
48,9,50310540
75,11,50311800
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312100
151,74,50312100
151,68,50312100
151,66,50312100
151,107,50312100
151,127,50312100
151,29,50312100
151,129,50312100
151,54,50312100
151,150,50312100
151,123,50312220
151,74,50312220
151,68,50312220
151,66,50312220
151,107,50312220
151,127,50312220
151,29,50312220
151,129,50312220
151,54,50312220
151,150,50312220
151,123,50312220
151,74,50312220
151,68,50312220
151,66,50312220
151,107,50312220
151,127,50312220
151,29,50312220
151,129,50312220
151,54,50312220
151,150,50312220
151,123,50312220
151,74,50312220
151,68,50312220
151,66,50312220
151,107,50312220
151,127,50312220
151,29,50312220
151,129,50312220
151,54,50312220
151,150,50312220
151,123,50312220
151,74,50312220
151,68,50312220
151,66,50312220
151,107,50312220
151,127,50312220
151,29,50312220
151,129,50312220
151,54,50312220
151,150,50312220
151,123,50312220
151,74,50312220
151,68,50312220
151,66,50312220
151,107,50312220
151,127,50312220
151,29,50312220
151,129,50312220
151,54,50312220
151,150,50312220
151,123,50312220
151,74,50312220
151,68,50312220
151,66,50312220
151,107,50312220
151,127,50312220
151,29,50312220
151,129,50312220
151,54,50312220
151,150,50312220
151,123,50312220
151,74,50312220
151,68,50312220
151,66,50312220
151,107,50312220
151,127,50312220
151,29,50312220
151,129,50312220
151,54,50312220
